name,img,link
"
オリジン(Origin)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/origin/180625-0047/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=origin
"
アイスコールドアイスホッケー(IceColdIceHockey)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/icecoldicehockey/200218-1948/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=icecoldicehockey
"
カーソンシティ動物園の黙示録(ApocalypseauZoodeCarsonCity)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/apocalypseazcc/181113-1529/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=apocalypseazcc
"
バトルフォーヒル218(TheBattleforHill218)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/battleforhill/200409-2329/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=battleforhill
"
北西航路探検(NorthwestPassage)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/northwestpassage/161125-1827/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=northwestpassage
"
ヒプノシア(Hypnosia)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/hypnosia/190326-1706/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hypnosia
"
クロノス(Khronos)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/khronos/180308-0259/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=khronos
"
ハギス(Haggis)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/haggis/151125-1127/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=haggis
"
ナイン・メンズ・モリス(NineMen'sMorris)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/ninemensmorris/180606-2111/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=ninemensmorris
"
セネト(Senet)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/senet/181010-1108/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=senet
"
タカラアイランド(TakaraIsland)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/takaraisland/170709-1847/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=takaraisland
"
タイム・マスターズ(TimeMasters)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/timemasters/181010-1110/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=timemasters
"
ナイル(Nile)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/aknile/170106-2145/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=aknile
"
ボンベイ(Bombay)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/bombay/170411-1212/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=bombay
"
シンコ(Cinco)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/cinco/130820-0921/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=cinco
"
双子のブリキロボ(TwinTinBots)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/twintinbots/170407-1205/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=twintinbots
"
トゥルネー(Tournay)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/tournay/191226-1525/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tournay
"
ノワール：殺人鬼vs捜査官
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/noirkvi/181010-1107/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=noirkvi
"
エイト・マスターズ・リベンジ(8Masters'Revenge)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/eightmastersrevenge/190401-1620/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=eightmastersrevenge
"
ネクサス(NXS)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/nxs/200412-0519/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=nxs
"
ギアとピストン(Gear&Piston)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/gearnpiston/191217-1609/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gearnpiston
"
ティキ(Tiki)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/tiki/180514-1533/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tiki
"
アルマデーラ(Armadöra)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/armadora/150206-1456/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=armadora
"
メトロマニア(Metromania)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/metromaniab/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=metromaniab
"
カバレオ(Kabaleo)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/kabaleo/180120-1927/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=kabaleo
"
パレス(Palace)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/palace/200110-1425/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=palace
"
ディアムス(Diam's)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/diams/181010-1104/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=diams
"
ピロス(Pylos)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/pylos/180110-1241/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pylos
"
ロガー(Logger)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/logger/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=logger
"
ママラス(Mammalath)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/mammalath/200215-1630/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=mammalath
"
ベジ・ガーデン(VeggieGarden)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/veggiegarden/170811-1949/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=veggiegarden
"
ペニープレス(PennyPress)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/pennypress/190203-1140/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pennypress
"
ラインズ・オブ・アクション(LinesofAction)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/linesofaction/190320-1242/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=linesofaction
"
ヘックス(Hex)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/hex/190117-1455/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hex
"
ギルド(Guildes)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/guildes/180612-1858/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=guildes
"
アルヴィオル(Alveole)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/alveole/170518-1730/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=alveole
"
ドラゴンキーパー：ザ・ダンジョン
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/dragonkeeper/180409-1227/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=dragonkeeper
