,name,img,link,color
114,アイスコールドアイスホッケー(IceColdIceHockey),https://x.boardgamearena.net/data/themereleases/200422-1124/games/icecoldicehockey/200218-1948/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=icecoldicehockey,"[1.2663630124479965, 1.5327884195650086, 1.9859611904733043]"
115,カーソンシティ動物園の黙示録(ApocalypseauZoodeCarsonCity),https://x.boardgamearena.net/data/themereleases/200422-1124/games/apocalypseazcc/181113-1529/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=apocalypseazcc,"[2.7128587149658827, 3.412003724703794, 2.613476678220742]"
116,バトルフォーヒル218(TheBattleforHill218),https://x.boardgamearena.net/data/themereleases/200422-1124/games/battleforhill/200409-2329/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=battleforhill,"[45.07762193178205, 47.43831686324454, 35.63492189990405]"
117,北西航路探検(NorthwestPassage),https://x.boardgamearena.net/data/themereleases/200422-1124/games/northwestpassage/161125-1827/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=northwestpassage,"[5.5709155021556285, 2.7675329763917063, 1.2393887945499173]"
118,ヒプノシア(Hypnosia),https://x.boardgamearena.net/data/themereleases/200422-1124/games/hypnosia/190326-1706/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hypnosia,"[5.425179377160674, 4.725349508109943, 5.580146460546999]"
119,クロノス(Khronos),https://x.boardgamearena.net/data/themereleases/200422-1124/games/khronos/180308-0259/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=khronos,"[1.4494005963504293, 1.2685450008964523, 1.1777520842053661]"
120,ハギス(Haggis),https://x.boardgamearena.net/data/themereleases/200422-1124/games/haggis/151125-1127/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=haggis,"[0.5768772347958162, 1.8280962184598337, 0.4633763138022182]"
121,ナイン・メンズ・モリス(NineMen'sMorris),https://x.boardgamearena.net/data/themereleases/200422-1124/games/ninemensmorris/180606-2111/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=ninemensmorris,"[253.48829495196802, 253.48829495196802, 203.6437776422128]"
122,セネト(Senet),https://x.boardgamearena.net/data/themereleases/200422-1124/games/senet/181010-1108/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=senet,"[0.47142630994187584, 0.4912141839609063, 0.4425360139121892]"
123,タカラアイランド(TakaraIsland),https://x.boardgamearena.net/data/themereleases/200422-1124/games/takaraisland/170709-1847/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=takaraisland,"[0.8890093395522598, 1.06387591729451, 0.9563875917305467]"
124,タイム・マスターズ(TimeMasters),https://x.boardgamearena.net/data/themereleases/200422-1124/games/timemasters/181010-1110/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=timemasters,"[7.981919229327289, 4.648832901084866, 3.8335679881438978]"
125,ナイル(Nile),https://x.boardgamearena.net/data/themereleases/200422-1124/games/aknile/170106-2145/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=aknile,"[221.60421520863983, 206.56735861046184, 167.25312433807795]"
126,ボンベイ(Bombay),https://x.boardgamearena.net/data/themereleases/200422-1124/games/bombay/170411-1212/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=bombay,"[127.52193612554015, 122.6868162227862, 76.0144767377612]"
127,シンコ(Cinco),https://x.boardgamearena.net/data/themereleases/200422-1124/games/cinco/130820-0921/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=cinco,"[19.141246448862134, 110.94202769886837, 235.9128196022758]"
128,双子のブリキロボ(TwinTinBots),https://x.boardgamearena.net/data/themereleases/200422-1124/games/twintinbots/170407-1205/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=twintinbots,"[0.7607746863451013, 0.8295826513689804, 0.5468494271761699]"
129,トゥルネー(Tournay),https://x.boardgamearena.net/data/themereleases/200422-1124/games/tournay/191226-1525/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tournay,"[2.2867013563090097, 3.0058858653860057, 1.565298984905887]"
130,ノワール：殺人鬼vs捜査官,https://x.boardgamearena.net/data/themereleases/200422-1124/games/noirkvi/181010-1107/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=noirkvi,"[10.782276444580887, 8.269473119718313, 6.845421638280968]"
131,エイト・マスターズ・リベンジ(8Masters'Revenge),https://x.boardgamearena.net/data/themereleases/200422-1124/games/eightmastersrevenge/190401-1620/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=eightmastersrevenge,"[1.4408918479337842, 1.221955562453502, 1.0822946504713116]"
132,ネクサス(NXS),https://x.boardgamearena.net/data/themereleases/200422-1124/games/nxs/200412-0519/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=nxs,"[4.652170930799819, 4.627820838187603, 5.632004938592502]"
133,ギアとピストン(Gear&Piston),https://x.boardgamearena.net/data/themereleases/200422-1124/games/gearnpiston/191217-1609/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gearnpiston,"[0.7053637575808338, 0.7336642465462475, 0.7285523781364844]"
134,ティキ(Tiki),https://x.boardgamearena.net/data/themereleases/200422-1124/games/tiki/180514-1533/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tiki,"[195.11558341581343, 152.87022984713713, 56.93599472121677]"
135,アルマデーラ(Armadöra),https://x.boardgamearena.net/data/themereleases/200422-1124/games/armadora/150206-1456/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=armadora,"[0.6875209943127487, 0.5732280819759126, 0.4522169969583416]"
136,メトロマニア(Metromania),https://x.boardgamearena.net/data/themereleases/200422-1124/games/metromaniab/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=metromaniab,"[1.1744136155553804, 1.1077660182886149, 1.1045480549406221]"
137,カバレオ(Kabaleo),https://x.boardgamearena.net/data/themereleases/200422-1124/games/kabaleo/180120-1927/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=kabaleo,"[240.61316720729843, 238.92531701564695, 244.42546446477263]"
138,パレス(Palace),https://x.boardgamearena.net/data/themereleases/200422-1124/games/palace/200110-1425/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=palace,"[203.93089430894878, 202.19001902786, 208.0626189240735]"
139,ディアムス(Diam's),https://x.boardgamearena.net/data/themereleases/200422-1124/games/diams/181010-1104/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=diams,"[0.18356846472075006, 0.12835408021810935, 0.1287413554684136]"
140,ピロス(Pylos),https://x.boardgamearena.net/data/themereleases/200422-1124/games/pylos/180110-1241/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pylos,"[73.51526855763237, 61.90271575135767, 58.35733252866714]"
141,ロガー(Logger),https://x.boardgamearena.net/data/themereleases/200422-1124/games/logger/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=logger,"[58.398887700538225, 164.19820320855248, 56.27007486631039]"
142,ママラス(Mammalath),https://x.boardgamearena.net/data/themereleases/200422-1124/games/mammalath/200215-1630/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=mammalath,"[0.41987550269399776, 0.41987550269399776, 0.41987550269399776]"
143,ベジ・ガーデン(VeggieGarden),https://x.boardgamearena.net/data/themereleases/200422-1124/games/veggiegarden/170811-1949/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=veggiegarden,"[1.1767838125523014, 0.9798476284064606, 0.600393217019402]"
144,ペニープレス(PennyPress),https://x.boardgamearena.net/data/themereleases/200422-1124/games/pennypress/190203-1140/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pennypress,"[222.67996807663212, 208.96603706660966, 183.57905471314942]"
145,ラインズ・オブ・アクション(LinesofAction),https://x.boardgamearena.net/data/themereleases/200422-1124/games/linesofaction/190320-1242/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=linesofaction,"[121.35164330039999, 45.841798820178035, 10.026277484107823]"
146,ヘックス(Hex),https://x.boardgamearena.net/data/themereleases/200422-1124/games/hex/190117-1455/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hex,"[0.14097991364947404, 0.07477629684170495, 0.07408797949031509]"
147,ギルド(Guildes),https://x.boardgamearena.net/data/themereleases/200422-1124/games/guildes/180612-1858/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=guildes,"[0.5427826653704528, 0.5936787227158717, 0.7200391006705615]"
148,アルヴィオル(Alveole),https://x.boardgamearena.net/data/themereleases/200422-1124/games/alveole/170518-1730/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=alveole,"[228.32900432901187, 210.19738863290365, 158.407415165491]"
149,ドラゴンキーパー：ザ・ダンジョン,https://x.boardgamearena.net/data/themereleases/200422-1124/games/dragonkeeper/180409-1227/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=dragonkeeper,"[70.46104218362115, 72.28263027295321, 51.407320099262]"
150,アウトロー：ラストマンスタンディング,https://x.boardgamearena.net/data/themereleases/200422-1124/games/outlaws/171024-1628/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=outlaws,"[192.5386172006597, 51.72158516020186, 53.10784148398012]"
151,クリおじさんのテーブルガイプ(UncleChestnut'sTableGype),https://x.boardgamearena.net/data/themereleases/200422-1124/games/unclechestnuttablegype/181010-1110/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=unclechestnuttablegype,"[0.007415380932307869, 0.005920344444508174, 0.0033488817182849573]"
152,ジャンビ(Djambi),https://x.boardgamearena.net/data/themereleases/200422-1124/games/djambi/170619-1517/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=djambi,"[31.90486173505782, 32.53089747430282, 30.66267345509938]"
153,フロレンツァ・カードゲーム,https://x.boardgamearena.net/data/themereleases/200422-1124/games/florenzacardgame/170411-1044/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=florenzacardgame,"[1.655756435217441, 0.7297533436171761, 0.42139928756925826]"
154,ディアヴォロの橋(PontedelDiavolo),https://x.boardgamearena.net/data/themereleases/200422-1124/games/pontedeldiavolo/200303-0043/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pontedeldiavolo,"[1.4593274255939548, 1.3686662122396456, 1.4600090888340418]"
155,ダーク・エージェント(DarkAgent),https://x.boardgamearena.net/data/themereleases/200422-1124/games/darkagent/181010-1104/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=darkagent,"[5.277786670949212, 4.817192252279355, 4.004748946154365]"
156,ブルームズ(Blooms),https://x.boardgamearena.net/data/themereleases/200422-1124/games/blooms/190326-1515/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=blooms,"[0.02738848400414895, -1.0672351891116705e-11, 4.106937012693379e-12]"
157,ユナイテッドスクエア(UnitedSquare),https://x.boardgamearena.net/data/themereleases/200422-1124/games/unitedsquare/130624-0945/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=unitedsquare,"[252.62337033298144, 252.4586478304842, 252.21275479311862]"
158,シャンチー,https://x.boardgamearena.net/data/themereleases/200422-1124/games/xiangqi/160308-0008/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=xiangqi,"[238.33633830518605, 144.50090149155963, 51.93542042288074]"
159,四色牌(FourColorCards),https://x.boardgamearena.net/data/themereleases/200422-1124/games/fourcolorcards/200216-1119/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=fourcolorcards,"[240.58555252673216, 194.84304885720258, 147.74176976305134]"
160,ギュゲース(Gygès),https://x.boardgamearena.net/data/themereleases/200422-1124/games/gyges/151125-1126/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gyges,"[6.479174323162042, 1.5506553963114271, 1.6511699130196078]"
161,ゼリーモンスター研究所(TheJellyMonsterLab),https://x.boardgamearena.net/data/themereleases/200422-1124/games/thejellymonsterlab/181010-1109/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=thejellymonsterlab,"[1.5636547258225448, 1.6531218439981359, 1.9103546605082755]"
162,チャイナゴールド(ChinaGold),https://x.boardgamearena.net/data/themereleases/200422-1124/games/chinagold/191217-1518/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=chinagold,"[0.3637023066976326, 0.38800232120772193, 0.31510227764069043]"
163,タフル(tablut),https://x.boardgamearena.net/data/themereleases/200422-1124/games/tablut/180607-1136/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tablut,"[165.42675598463538, 113.31336814107297, 38.76977637671246]"
164,ニュートリーコ(Neutreeko),https://x.boardgamearena.net/data/themereleases/200422-1124/games/neutreeko/160213-1922/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=neutreeko,"[174.72929694348642, 208.22102740926948, 127.45391853194026]"
165,リメンバーウェン(RememberWhen),https://x.boardgamearena.net/data/themereleases/200422-1124/games/rememberwhen/181010-1108/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=rememberwhen,"[3.239517725390506, 2.202357387080056, 1.9586107611987984]"
166,グラミー(GORami),https://x.boardgamearena.net/data/themereleases/200422-1124/games/gorami/200410-2339/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gorami,"[0.7007843137190974, 0.39068627449616145, 0.7925490195896145]"
167,最後の人々(LeDernierPeuple),https://x.boardgamearena.net/data/themereleases/200422-1124/games/ledernierpeuple/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=ledernierpeuple,"[0.06553472181073516, 0.058449887004936585, 0.058449887004936585]"
168,ジャンプゲート(JumpGate),https://x.boardgamearena.net/data/themereleases/200422-1124/games/jumpgate/191219-1052/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=jumpgate,"[0.5708732963313281, 0.8678950025163843, 1.0871781928375697]"
169,エヴォ：名無しのゲーム,https://x.boardgamearena.net/data/themereleases/200422-1124/games/evogamenoname/170228-1908/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=evogamenoname,"[253.22417568058677, 254.1797980458083, 253.99447730466588]"
170,ハックトリック(HackTrick),https://x.boardgamearena.net/data/themereleases/200422-1124/games/hacktrick/181107-1542/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hacktrick,"[0.15902891433306365, 0.1902164029715152, 0.1403891616619859]"
171,ドラゴンライン(DragonLine),https://x.boardgamearena.net/data/themereleases/200422-1124/games/dragonline/161115-0258/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=dragonline,"[1.3697427677329301, 1.3967636057961101, 1.6139989313901566]"
172,カリビアンオールフォー(CaribbeanAllFours),https://x.boardgamearena.net/data/themereleases/200422-1124/games/caribbeanallfours/170120-1618/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=caribbeanallfours,"[214.72841399137815, 25.27474844274512, 50.83104935314393]"
173,アイザック(Isaac),https://x.boardgamearena.net/data/themereleases/200422-1124/games/isaac/171011-0240/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=isaac,"[0.9893126204536031, 0.40869006601556634, 0.27168136422727684]"
174,KQJ,https://x.boardgamearena.net/data/themereleases/200422-1124/games/kqj/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=kqj,"[240.1054398925329, 193.4353928811313, 4.0190732035005965]"
